stage,seed,radius,width,method,normalized_regret,regret,target_mse,normal_contribution,test_cost,rare_cost,common_cost,rare_axis_span,student_boundary_fraction,weighted_distance,radial_slack
neural_information_transfer,12101,32.0,4,restored,0.26759766889915143,0.14996164042077686,0.20828005613996783,0.0,6.081440885080096,43.317968336220616,1.9732092036991813,0.9999927855239615,0.0,0.14996164042077686,0.0
neural_information_transfer,12101,32.0,4,point,0.26759766889915143,0.14996164042077686,0.20828005613996783,0.0,6.081440885080096,43.317968336220616,1.9732092036991813,0.9999927855239615,0.0,0.14996164042077686,0.0
neural_information_transfer,12101,32.0,16,point,0.0003272225285466216,0.00018337539099407856,0.00025468804304733066,0.0,5.520427167899504,41.97350137076927,1.498632318192809,1.0000000000000009,0.0,0.00018337539099407812,0.0
neural_information_transfer,12101,32.0,16,weight,0.0003272225285466216,0.00018337539099407856,0.00025468804304733066,0.0,5.520427167899504,41.97350137076927,1.498632318192809,1.0000000000000009,0.0,0.00018337539099407812,0.0
neural_information_transfer,12101,32.0,16,shuffled,0.0003272225285466216,0.00018337539099407856,0.00025468804304733066,0.0,5.520427167899504,41.97350137076927,1.498632318192809,1.0000000000000009,0.0,0.00018337539099407812,0.0
neural_information_transfer,12101,32.0,16,restored,0.0003272225285466216,0.00018337539099407856,0.00025468804304733066,0.0,5.520427167899504,41.97350137076927,1.498632318192809,1.0000000000000009,0.0,0.00018337539099407812,0.0
neural_information_transfer,12102,0.5,2,point,0.49621233925848235,0.05557826904058164,0.02057858834505876,0.04076168543213934,8.036317738514423,61.12339455056529,2.2431707156992315,0.9980397498519709,0.10898844401041666,0.03717684422155613,0.018401424819025517
neural_information_transfer,12102,0.5,2,restored,0.4614266679020861,0.05168209950096051,0.02249993617800388,0.03548214545279771,8.019127009031184,61.04586226646766,2.232564780830019,0.9997524330524795,0.24918619791666666,0.04314422559077569,0.008537873910184818
neural_information_transfer,12102,0.5,2,shuffled,0.5964824148901708,0.06680902007048399,0.021432900282605007,0.05137733186700839,8.188830239957149,62.896165961230864,2.2188718604084596,0.7039748043384928,0.11130777994791666,0.048050257370002514,0.01875876270048148
neural_information_transfer,12102,0.5,2,weight,0.5173366644886828,0.057944299342648053,0.0208621266130238,0.04292356818127091,8.045714249781065,61.05148484102165,2.261439798584218,0.9999983060356151,0.08858235677083333,0.036951707960083145,0.0209925913825649
neural_information_transfer,12102,0.5,4,shuffled,0.35868075362704416,0.040174042133962654,0.015554780485487148,0.02897460018441191,7.967920454416124,62.280510991248725,2.041038790093477,0.7221212496278583,0.41998291015625,0.03591302734089631,0.004261014793066336
neural_information_transfer,12102,0.5,4,point,0.31596218114603797,0.03538934790824694,0.014730170389981461,0.024783625227460283,7.9126914321004485,61.814648666276995,2.0306202798196065,0.7694255405734073,0.3841552734375,0.03214282221292564,0.003246525695321304
neural_information_transfer,12102,0.5,4,weight,0.3231717068126096,0.03619685091744351,0.015216923905403235,0.025240665705553184,7.867731343969978,60.99284295886113,2.0704337591334947,0.999981149673064,0.17093912760416666,0.026167404368065028,0.010029446549378483
neural_information_transfer,12102,0.5,4,restored,0.26827587555392657,0.030048242675534898,0.015219716539510425,0.019090046767087386,7.849308551056865,60.97399798796974,2.0520570365494493,0.9999227506151053,0.48215738932291663,0.028752440349595138,0.0012958023259397548
